"OM_CENTRALIZADA_ID","OM_CENTRALIZADORA_ID","GESTORIA_ID","CONTATO","TELEFONE","CRIACAO","MODIFICACAO","TIPO_CENTRALIZACAO_ID","DATA_INICIO","DATA_FIM"
10234,10234,2,,(21) 2189-1492,2025-02-24 13:15:15.000,2025-02-24 13:15:15.000,1,2025-03-01 00:00:00.000,
10349,10349,2,,"67 3234 1282",2024-07-04 10:14:04.000,2024-07-04 10:14:04.000,1,2024-07-01 00:00:00.000,
10258,10246,2,,,2025-07-01 10:27:06.000,2025-07-01 10:27:06.000,1,2025-06-01 00:00:00.000,
10161,10246,2,,,2025-07-01 10:28:08.000,2025-07-01 10:28:08.000,1,2025-06-01 00:00:00.000,
10409,10246,2,,,2025-07-01 10:28:37.000,2025-07-01 10:28:37.000,1,2025-06-01 00:00:00.000,
11994,10246,2,,,2025-07-01 10:29:14.000,2025-07-01 10:29:14.000,1,2025-06-01 00:00:00.000,
14320,10246,2,,,2025-07-01 10:30:01.000,2025-07-01 10:30:01.000,1,2025-06-01 00:00:00.000,
30040,10246,2,,,2025-07-01 10:31:14.000,2025-07-01 10:31:14.000,1,2025-06-01 00:00:00.000,
10352,10352,2,,(092) 2123-4731; Retelma: 8710-4731,2025-08-29 13:06:24.000,2025-08-29 13:06:24.000,1,2025-09-01 00:00:00.000,
10501,10501,2,,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,2,2022-05-01 00:00:00.000,
10204,14119,2,,,2022-10-03 09:05:59.000,2025-05-12 12:02:55.000,4,2022-09-01 00:00:00.000,2023-06-30 00:00:00.000
10138,10309,2,,,2024-07-19 13:54:53.000,2024-07-19 13:54:53.000,1,2024-07-01 00:00:00.000,
10140,14119,2,,,2023-07-04 11:40:18.000,2023-07-04 11:41:25.000,1,2023-06-01 00:00:00.000,
10247,13919,2,,,2023-07-04 15:49:03.000,2023-07-04 15:49:03.000,1,2023-06-01 00:00:00.000,
10309,10309,2,,,2024-07-19 13:54:56.000,2024-07-19 13:54:56.000,1,2024-07-01 00:00:00.000,
10502,10502,2,,,2024-10-01 09:14:13.000,2024-10-01 09:14:13.000,1,2024-09-01 00:00:00.000,
11392,10253,2,,"8411-4407",2024-09-17 09:11:00.000,2024-09-17 09:11:00.000,1,2024-10-01 00:00:00.000,
14799,14059,2,,,2025-03-18 10:50:47.000,2025-03-18 10:50:47.000,1,2025-03-01 00:00:00.000,
13136,14059,2,,,2024-03-26 16:40:28.000,2024-03-26 16:40:28.000,1,2024-03-01 00:00:00.000,
14719,13919,2,,,2024-09-17 14:27:26.000,2024-09-17 14:27:26.000,1,2024-10-01 00:00:00.000,
10343,10343,2,,"(0XX92) 616-1226, 9146-9452, 9601-3791 Retelma: 8710-1226",2024-09-26 12:14:19.000,2024-09-26 12:14:19.000,1,2024-09-01 00:00:00.000,
10135,10135,2,,,2025-07-08 10:43:33.000,2025-07-08 10:43:33.000,1,2025-07-01 00:00:00.000,
10230,14119,2,,,2022-05-03 18:49:58.000,2023-08-18 14:28:47.000,1,2022-05-01 00:00:00.000,2023-06-30 00:00:00.000
10253,10253,2,,,2022-05-01 00:00:00.000,2022-05-25 10:38:27.000,1,2022-05-01 00:00:00.000,
10311,10253,2,,,2022-05-25 10:30:47.000,2022-05-25 10:30:47.000,1,2022-05-01 00:00:00.000,
10023,10253,2,,,2022-05-25 10:32:31.000,2022-05-25 10:32:31.000,1,2022-05-01 00:00:00.000,
10330,10253,2,,,2022-05-25 10:33:22.000,2022-05-25 10:33:22.000,1,2022-05-01 00:00:00.000,
14279,10253,2,,,2022-05-25 10:34:47.000,2022-05-25 10:34:47.000,1,2022-05-01 00:00:00.000,
10167,10253,2,,,2022-05-25 10:36:21.000,2022-05-25 10:36:21.000,1,2022-05-01 00:00:00.000,
10025,10253,2,,,2022-05-25 10:37:13.000,2022-05-25 10:37:13.000,1,2022-05-01 00:00:00.000,
13859,10253,2,,,2022-05-25 10:39:57.000,2022-05-25 10:39:57.000,1,2022-05-01 00:00:00.000,
10030,10030,2,,(0XX67) 234-1055,2024-07-31 10:48:56.000,2024-07-31 10:48:56.000,1,2024-09-01 00:00:00.000,
10402,14119,2,,,2023-07-13 14:51:10.000,2023-11-09 12:39:53.000,2,2023-07-01 00:00:00.000,2023-09-30 00:00:00.000
10219,10219,2,,"(0XX92) 2123-4720,  Retelma: 8710-1233, 8710-2277",2022-10-20 15:06:20.000,2022-10-20 15:06:20.000,1,2022-11-01 00:00:00.000,
13438,13438,2,,,2022-12-21 09:53:53.000,2022-12-21 09:53:53.000,1,2023-01-01 00:00:00.000,
10108,10230,2,,,2024-04-25 13:36:14.000,2024-04-25 13:36:14.000,1,2024-04-25 00:00:00.000,2024-04-26 00:00:00.000
10266,14119,2,,,2024-05-24 13:59:11.000,2024-08-06 08:25:41.000,4,2024-06-01 00:00:00.000,2024-06-30 00:00:00.000
14819,14119,2,,,2025-04-01 14:25:13.000,2025-04-01 14:25:13.000,1,2025-04-01 00:00:00.000,
13297,10141,2,,,2025-06-27 10:12:23.000,2025-06-27 10:12:23.000,4,2025-06-01 00:00:00.000,
13297,13719,2,,,2025-06-27 10:17:59.000,2025-06-27 10:17:59.000,4,2025-06-01 00:00:00.000,
10108,10108,2,,(0 XX 21) 3849-6545 Retelma: 8126-6545,2025-08-07 10:37:28.000,2025-08-07 10:37:28.000,1,2025-08-01 00:00:00.000,
10143,10143,2,,(67)3234-1058,2024-09-17 09:58:55.000,2024-09-17 09:58:55.000,1,2024-09-01 00:00:00.000,
10238,14119,2,,,2022-11-08 14:32:41.000,2023-03-02 16:40:54.000,4,2022-01-01 00:00:00.000,2023-02-03 00:00:00.000
10120,10120,2,,,2002-01-01 00:00:00.000,2002-01-01 00:00:00.000,1,2004-01-01 00:00:00.000,
14339,13919,2,,,2023-07-04 16:04:56.000,2023-07-04 16:04:56.000,1,2023-06-01 00:00:00.000,
11252,11252,2,,(84) 32163404,2023-05-03 15:23:09.000,2023-05-03 15:23:09.000,1,2023-05-01 00:00:00.000,
13116,13919,2,,,2023-07-04 16:04:34.000,2023-07-04 16:04:34.000,1,2023-06-01 00:00:00.000,
14340,13919,2,,,2023-07-04 16:05:13.000,2023-07-04 16:05:13.000,1,2023-06-01 00:00:00.000,
14419,13919,2,,,2023-07-04 16:05:37.000,2023-07-04 16:05:37.000,1,2023-06-01 00:00:00.000,
11151,11151,2,,"2178-6625",2023-07-24 15:45:07.000,2023-07-24 15:45:07.000,1,2023-08-01 00:00:00.000,
10204,10056,2,,,2023-07-19 09:21:29.000,2025-02-07 07:30:00.000,1,2023-06-12 00:00:00.000,2024-12-31 00:00:00.000
10117,10167,2,,,2023-07-19 13:35:52.000,2023-07-19 14:14:38.000,1,2023-07-01 00:00:00.000,2023-07-31 00:00:00.000
11191,11191,2,,(21) 2189-1314,2024-07-15 16:08:12.000,2024-07-15 16:08:12.000,1,2024-08-01 00:00:00.000,
13498,13498,2,,"81107444",2023-09-19 08:52:02.000,2023-09-19 08:52:02.000,1,2023-10-01 00:00:00.000,
10225,14119,2,,,2024-06-18 15:28:03.000,2025-09-03 13:16:44.000,4,2024-06-01 00:00:00.000,2025-07-30 00:00:00.000
10252,10252,2,,(91) 3216-4564,2024-07-22 10:07:18.000,2024-07-22 10:07:18.000,1,2024-07-01 00:00:00.000,
10153,10153,2,,"(67) 3234-1278, (67) 9981-8026 Retelma: 8610-1278/ 8610-3047",2024-09-03 16:33:41.000,2024-09-03 16:33:41.000,1,2024-09-01 00:00:00.000,
10262,10262,2,,,2024-12-03 10:55:50.000,2024-12-03 10:55:50.000,1,2024-12-01 00:00:00.000,
10148,14119,2,,,2025-05-23 12:07:36.000,2025-05-23 12:07:36.000,1,2025-06-01 00:00:00.000,
13578,13578,2,,(91) 3216-4542,2025-06-23 10:10:27.000,2025-06-23 10:10:27.000,1,2025-06-01 00:00:00.000,
11733,11733,2,,(67) 3234-1189,2025-07-02 09:52:49.000,2025-07-02 09:52:49.000,1,2025-06-01 00:00:00.000,
10225,14119,2,,,2022-06-21 15:30:46.000,2025-07-03 13:15:48.000,4,2022-06-01 00:00:00.000,2025-08-01 00:00:00.000
10256,10256,2,,"(0XX92) 2123-4718 Ramal: 217 Retelma: 8710-1281, 8710-2281",2022-09-28 14:48:46.000,2022-09-28 14:48:46.000,1,2022-10-01 00:00:00.000,
13156,10110,2,,(11) 3914-7931,2022-10-10 15:14:43.000,2022-10-10 15:14:43.000,1,2022-10-01 00:00:00.000,
10134,10134,2,,"92-21234732",2023-10-17 15:04:43.000,2023-10-17 15:04:43.000,1,2023-09-01 00:00:00.000,
10403,10403,2,,"2189-3058",2025-07-03 10:54:56.000,2025-07-03 10:54:56.000,1,2025-07-01 00:00:00.000,
14519,10125,2,,,2023-06-14 10:55:14.000,2023-06-14 10:55:14.000,1,2023-06-01 00:00:00.000,
14599,13919,2,,"2189-1206",2023-07-06 11:09:45.000,2023-07-06 11:09:45.000,1,2023-06-01 00:00:00.000,
14119,10052,2,Marcelino,"971735740",2023-11-07 10:48:46.000,2024-08-23 09:34:21.000,1,2023-10-01 00:00:00.000,2024-07-27 00:00:00.000
10207,10207,2,,(0XX67) 3234-1283 Retelma: 8610-1283,2023-12-05 09:39:24.000,2023-12-05 09:39:24.000,1,2023-12-01 00:00:00.000,
10102,13277,2,SALA DE ESTADO,"2197-7483",2024-03-28 14:51:34.000,2024-03-28 14:51:34.000,4,2024-03-01 00:00:00.000,
10125,13919,2,,,2024-04-25 11:14:10.000,2024-04-25 11:14:10.000,1,2024-04-01 00:00:00.000,
14519,13919,2,,,2024-04-25 11:16:33.000,2024-04-25 11:16:33.000,1,2024-04-01 00:00:00.000,
10293,13919,2,,,2024-04-25 11:16:45.000,2024-04-25 11:16:45.000,1,2024-04-01 00:00:00.000,
10280,13919,2,,,2024-04-25 11:17:03.000,2024-04-25 11:17:03.000,1,2024-04-01 00:00:00.000,
10222,13919,2,,,2024-04-25 11:17:16.000,2024-04-25 11:17:16.000,1,2024-04-01 00:00:00.000,
14659,14659,2,,,2024-03-26 13:29:16.000,2024-03-26 13:29:16.000,1,2024-03-01 00:00:00.000,
10711,10711,2,,"092 2123-4607",2023-10-02 13:59:26.000,2023-10-02 13:59:26.000,1,2023-10-01 00:00:00.000,
10408,10408,2,,,2024-10-24 09:39:55.000,2024-10-24 09:39:55.000,1,2024-10-01 00:00:00.000,
10187,14659,2,,,2024-03-26 13:29:16.000,2024-03-26 13:29:16.000,1,2024-03-01 00:00:00.000,
10266,10266,2,,(21) 2189-3142,2024-06-25 09:30:01.000,2024-06-25 09:30:01.000,1,2024-06-01 00:00:00.000,
10397,10397,2,,,2024-09-17 09:30:04.000,2024-09-17 09:30:04.000,1,2024-09-01 00:00:00.000,
14459,14119,2,,,2023-02-23 13:45:10.000,2023-08-18 14:29:53.000,4,2023-02-01 00:00:00.000,2023-06-30 00:00:00.000
14479,14059,2,,,2023-03-16 09:53:20.000,2023-03-16 09:53:20.000,1,2023-03-01 00:00:00.000,
14499,10110,2,,,2023-04-03 13:32:34.000,2023-04-03 13:32:34.000,4,2023-03-01 00:00:00.000,
10224,10230,2,,,2023-04-27 11:21:15.000,2023-04-27 11:21:15.000,1,2023-04-28 00:00:00.000,2023-04-30 00:00:00.000
10280,10125,2,SO-AM EDUARDO,"8488853471",2023-04-28 12:58:26.000,2023-04-28 12:58:26.000,1,2023-04-01 00:00:00.000,
10154,10211,2,,,2023-05-25 13:19:05.000,2023-05-25 13:19:05.000,1,2023-05-01 00:00:00.000,
10031,10211,2,,,2023-05-25 13:19:30.000,2023-05-25 13:19:30.000,1,2023-05-01 00:00:00.000,
10164,10211,2,,,2023-05-25 13:19:51.000,2023-05-25 13:19:51.000,1,2023-05-01 00:00:00.000,
10365,10211,2,,,2023-05-25 13:20:23.000,2023-05-25 13:20:23.000,1,2023-05-01 00:00:00.000,
10405,10211,2,,,2023-05-25 13:20:53.000,2023-05-25 13:20:53.000,1,2023-05-01 00:00:00.000,
10218,14119,2,,,2023-07-10 10:52:57.000,2023-07-10 10:52:57.000,1,2023-06-01 00:00:00.000,
10504,14119,2,,,2023-09-25 11:44:56.000,2025-05-12 11:41:32.000,1,2023-10-01 00:00:00.000,2024-04-30 00:00:00.000
10218,14659,2,,,2024-03-26 13:29:16.000,2024-03-26 13:29:16.000,1,2024-03-01 00:00:00.000,
10290,14659,2,,,2024-03-26 13:29:16.000,2024-03-26 13:29:16.000,1,2024-03-01 00:00:00.000,
10501,14659,2,,,2024-03-26 13:29:16.000,2024-03-26 13:29:16.000,1,2024-03-01 00:00:00.000,
10028,14659,2,,,2024-03-26 13:29:16.000,2024-03-26 13:29:16.000,4,2024-03-01 00:00:00.000,
11433,14659,2,,,2024-03-26 13:29:16.000,2024-03-26 13:29:16.000,1,2024-03-01 00:00:00.000,
10385,14659,2,,,2024-03-26 13:29:16.000,2024-03-26 13:29:16.000,1,2024-03-01 00:00:00.000,
10118,14659,2,,,2024-03-26 13:29:16.000,2024-03-26 13:29:16.000,4,2024-03-01 00:00:00.000,
10215,14659,2,,,2024-03-26 13:29:16.000,2024-03-26 13:29:16.000,1,2024-03-01 00:00:00.000,
10306,14659,2,,,2024-03-26 13:29:16.000,2024-03-26 13:29:16.000,1,2024-03-01 00:00:00.000,
11132,10253,2,,(91) 3216-4411,2024-09-17 13:19:01.000,2024-09-17 13:19:01.000,1,2024-10-01 00:00:00.000,
10409,10329,2,,,2025-04-01 15:15:04.000,2025-06-24 10:25:28.000,1,2025-04-01 00:00:00.000,2025-05-31 00:00:00.000
10302,10253,2,xxxxxx,xxxxxx,2022-07-08 13:07:25.000,2022-07-08 13:07:25.000,1,2022-06-01 00:00:00.000,
10139,10052,2,,,2022-08-08 14:02:12.000,2024-08-23 09:35:56.000,1,2022-08-01 00:00:00.000,2023-09-30 00:00:00.000
10170,10210,2,CT IM SASSONE,"6298",2022-09-13 14:11:06.000,2022-09-13 14:11:06.000,1,2022-09-01 00:00:00.000,
13298,10110,2,,"(11) 3817-7343, (11) 3914-7800 e (11) 3914-7801",2022-10-21 13:56:11.000,2022-10-21 13:56:11.000,1,2022-09-01 00:00:00.000,
14439,10110,2,,(11) 3817-7128,2022-10-21 14:22:57.000,2022-10-21 14:22:57.000,1,2022-09-01 00:00:00.000,
13919,13919,2,,,2023-06-01 00:00:00.000,2023-06-01 00:00:00.000,1,2023-06-01 00:00:00.000,
10176,10056,2,,,2023-07-19 08:37:34.000,2025-02-07 07:31:29.000,1,2023-06-12 00:00:00.000,2024-12-31 00:00:00.000
10335,10335,2,,(21) 2189-1552,2023-11-16 10:28:19.000,2023-11-16 10:28:19.000,1,2023-11-01 00:00:00.000,
10192,10192,2,,(53) 3233-6346/3233-6348,2024-11-28 10:14:05.000,2024-11-28 10:14:05.000,1,2024-12-01 00:00:00.000,
14079,14119,2,,,2024-08-26 14:49:24.000,2025-07-10 07:57:07.000,1,2024-08-27 00:00:00.000,2025-06-30 00:00:00.000
10286,10286,2,,(67)8610-1281,2025-06-23 14:47:37.000,2025-06-23 14:47:37.000,1,2025-06-01 00:00:00.000,
10231,10231,2,,(67)3234-1284,2024-09-24 08:50:16.000,2024-09-24 08:50:16.000,1,2024-09-01 00:00:00.000,
10339,10339,2,,(0XX92) 2123-4730 Retelma: 8710-4730,2024-09-24 09:04:15.000,2024-09-24 09:04:15.000,1,2024-09-01 00:00:00.000,
10329,10246,2,,,2025-07-01 10:16:07.000,2025-07-01 10:16:07.000,1,2025-06-01 00:00:00.000,
